ParlaMint-FR_2018-11-12-O1059.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1059.u863	Mr Minister, I am absolutely not delaying the continuation of the budget debate, since it was not planned tonight. We are continuing the discussion of the amending finance bill, while amendments to the non-attached articles will be considered from Thursday. Let me turn to Amendment No 9. I would like to stress the risks faced by entrepreneurs in this case. With regard to the levy at source, while they had not requested anything, they were made tax collectors, but subject to multiple constraints. By thus putting employers in a position to collect the tax in its place, the State also delegates to them the related responsibilities, with the risks that this entails: in case of error or omission of declaration, they incur 250 euros of fine per pay slip, not to mention cases of involuntary disclosure of personal data – you have removed the original prison sentence, but the fine remains. The reform thus represents for them not only additional work, but also an additional cost and a source of difficulties in their relations with their employees, not to mention a legal risk.
ParlaMint-FR_2018-11-12-O1059.u864	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 147.
ParlaMint-FR_2018-11-12-O1059.u865	Defendant.
ParlaMint-FR_2018-11-12-O1059.u866	I call Mr Le Fur to support Amendment No. 10.
ParlaMint-FR_2018-11-12-O1059.u867	It aims to eliminate the increase in penalties of up to 50 %, as well as the increase in the case of downward modulation, the penalty applicable being that of ordinary law, i.e. 10 %. It is not a question of removing the fine but of ensuring that the penalties are not excessive. Be careful: confidentiality issues, to mention only them, will be very difficult to deal with in many companies – I am thinking in particular of SMEs.
ParlaMint-FR_2018-11-12-O1059.u868	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 146.
ParlaMint-FR_2018-11-12-O1059.u869	Defendant.
ParlaMint-FR_2018-11-12-O1059.u870	Mr Vincent Descoeur has the floor to support Amendment No. 70.
ParlaMint-FR_2018-11-12-O1059.u871	Of course, he's being defended.
ParlaMint-FR_2018-11-12-O1059.u872	I call Mr Le Fur to support Amendment No. 104.
ParlaMint-FR_2018-11-12-O1059.u873	Defendant!
ParlaMint-FR_2018-11-12-O1059.u874	I have before me two identical amendments, Nos 8 and 144. I call Mr Le Fur to support Amendment No. 8.
ParlaMint-FR_2018-11-12-O1059.u875	He's forbidden. It concerns agricultural cooperatives.
ParlaMint-FR_2018-11-12-O1059.u876	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 144.
ParlaMint-FR_2018-11-12-O1059.u877	Defendant.
ParlaMint-FR_2018-11-12-O1059.u878	I have before me two identical amendments, Nos 110 and 196. I call Mr Le Fur to support Amendment No. 110.
ParlaMint-FR_2018-11-12-O1059.u879	The levy at source represents a change not only of habits and administrative logic, but of the very logic of taxation. Indeed, in France, it applies not to an individual but to a group, in this case the family, and takes account not only of its income but also of its expenses. The levy at source is in contradiction with these principles because it individualizes the tax. I fear that this development will eventually eliminate the singularities of our fiscal logic, which I find conducive to solidarity.
ParlaMint-FR_2018-11-12-O1059.u880	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 196.
ParlaMint-FR_2018-11-12-O1059.u881	Defendant.
ParlaMint-FR_2018-11-12-O1059.u882	I call Mr Le Fur to support Amendment No. 11.
ParlaMint-FR_2018-11-12-O1059.u883	This is the famous 2018 revenue issue, which is normally a white year, except for exceptional income. The latter reservation is understood, designed to avoid undue advantages. You had reassured us a little, minister, during our last debate on the subject, admitting that the exceptional revenues were in the order of 300 million for 2018 – we had talked about this as part of the review of the original finance law. However, in any event, a real difficulty remains. Ladies and gentlemen, we too are employers, since we are saluting collaborators. Various answers have been given to us, reflecting a rather favourable development, concerning the exceptional income – the bonuses, in plain terms – that it is possible to grant to his collaborators. Nevertheless, the tax administration continues to tell us that each situation will be examined individually. That's the difficulty I wanted to talk about.
ParlaMint-FR_2018-11-12-O1059.u884	I call Mr Le Fur to support Amendment No. 12.
ParlaMint-FR_2018-11-12-O1059.u885	Defendant.
ParlaMint-FR_2018-11-12-O1059.u886	I have before me a number of amendments, Nos 13, 14, 15, 16 and 17, which can be discussed jointly. I call Mr Le Fur to support Amendment No. 13.
ParlaMint-FR_2018-11-12-O1059.u887	Defendant.
ParlaMint-FR_2018-11-12-O1059.u888	I call Mr Le Fur to support Amendment No. 14.
ParlaMint-FR_2018-11-12-O1059.u889	This is a fallback amendment.
ParlaMint-FR_2018-11-12-O1059.u890	I call Mr Le Fur to support Amendment No. 15.
ParlaMint-FR_2018-11-12-O1059.u891	He's pretty sensitive. According to the legislation in force, an economic dismissal, in so far as it gives rise to compensation, may be regarded as providing an exceptional income and as such may result in the payment of a tax, contrary to the principle of the white year. This is a bit surprising because the dismissal is not decided by the taxpayer, it cannot be considered as a manoeuvre on his part to reduce the tax, since it is decided by his employer. Economic redundancies should therefore not be considered as exceptional income and should therefore not give rise to tax payments for 2018. Let us take a very simple situation in order to highlight the paradox: someone who earns 10000 or 20,000 euros a month will not be subject to tax but someone who earns 2000 euros and who is the subject of a dismissal that pays him a compensation of 10000 euros can be subject to tax on this last sum, then considered an exceptional income. This, I repeat, is quite surprising and unfair.
ParlaMint-FR_2018-11-12-O1059.u892	You have the floor, Mr Le Fur, to support Amendment No 16.
ParlaMint-FR_2018-11-12-O1059.u893	Repeal amendment.
ParlaMint-FR_2018-11-12-O1059.u894	What about Amendment No 17, Mr Le Fur?
ParlaMint-FR_2018-11-12-O1059.u895	Another withdrawal amendment.
ParlaMint-FR_2018-11-12-O1059.u896	I call Mr Le Fur to support Amendment No. 18.
ParlaMint-FR_2018-11-12-O1059.u897	A number of tax incentives are provided, as you know, for those who agree to leave their residence to find a job, as the President of the Republic urges. Remember this revealing anecdote: a company in the Creuse was looking for employees, and the President rightly pointed out that it was necessary to go where there was work. However, the tax incentives provided for moves can be equated, in the light of the rules on the levy at source, with exceptional income and thus give rise, for the year 2018, which should be a white year, to taxation, which seems quite abnormal to me.
ParlaMint-FR_2018-11-12-O1059.u898	I call Mr Le Fur to support Amendment No. 19.
ParlaMint-FR_2018-11-12-O1059.u899	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u900	Mr Le Fur has the floor again to support Amendment No. 20.
ParlaMint-FR_2018-11-12-O1059.u901	He is also defended.
ParlaMint-FR_2018-11-12-O1059.u902	I call Mr Le Fur to support Amendment No. 21.
ParlaMint-FR_2018-11-12-O1059.u903	The aim is to ensure that income from participation or interest is not likely to be taxed for 2018 – the Gaullist speaks here. Indeed, these incomes are the result of the cohesion between capital and labour, as previously said, and should not therefore give rise to any specific taxation.
ParlaMint-FR_2018-11-12-O1059.u904	I call Mr Le Fur to support Amendment No. 22.
ParlaMint-FR_2018-11-12-O1059.u905	A very nice figure: that of the department where I am elected! Again, what list of so-called "exceptional" revenues is used to give rise to an advance in January of each year? So far this list is quite limited. We wish to extend it, particularly by extending it to the time-saving account.
