ParlaMint-FR_2022-01-05-O1110.u1	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u665	The result of the vote is as follows: Number of voters 196 Number of votes cast 188 Absolute majority 95 For adoption 57 Against 131
ParlaMint-FR_2022-01-05-O1110.u666	Mr Jean-Philippe Nilor has the floor to support Amendment No. 647, which is also the subject of a public vote.
ParlaMint-FR_2022-01-05-O1110.u667	You're obstinate, but so am I. In addition - especially, but not only, your liberticide measures are encountering tenacious realities. On the one hand, in the West Indies and Guyana, the totally atrophied labour market makes it impossible to convert thousands of healthcare workers who are punished and insecure. On the other hand, deliberate deprivation of human resources in the service of health aggravates disorganization and amplifies the weakening of hospital capacities; All of this, with perfect knowledge of the cause. This mortifying obstinacy is all the more incomprehensible because at the time I speak, some institutions recognize that they are obliged to call on immunized caregivers, who are tested positive for covid-19 but are asymptomatic, who come to work to keep the system going. So your orientation is absurd. You consider an unvaccinated and uncontaminated person to be more dangerous than a vaccinated and contaminated person. Where's common sense? [[Riressur several benches of the LaREM group]] I speak in a spirit of appeasement. Intelligence, consistency and common sense should lead you to adopt this amendment aimed at preventing a cruel shortage of caregivers that is likely to be fatal in terms of public health and that would carry the seeds of a major social deflagration in the overseas. Stand by and say it.
ParlaMint-FR_2022-01-05-O1110.u668	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u669	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u670	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u671	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u672	Mrs Mathilde Panot has the floor.
ParlaMint-FR_2022-01-05-O1110.u673	Before you laugh,...
ParlaMint-FR_2022-01-05-O1110.u674	It doesn't make us laugh; that we despair!
ParlaMint-FR_2022-01-05-O1110.u675	...I think you should seriously question yourself when you see ultramarine MPs from all political sides – I insist: from all sides – saying the same thing. You would never have accepted in your Hexagon ridings what you want to apply in overseas areas, where only 40% or 50% of the population is vaccinated. One can discuss a thousand hours to say that one is happy or dissatisfied or to establish the reasons for this. But that is the situation. You would never have accepted, in your ridings, that 60-65% of people are suddenly deprived of any social activity.
ParlaMint-FR_2022-01-05-O1110.u676	It's their choice!
ParlaMint-FR_2022-01-05-O1110.u677	You would never accept a vaccine pass in such a situation.
ParlaMint-FR_2022-01-05-O1110.u678	Of course I do!
ParlaMint-FR_2022-01-05-O1110.u679	No, that's not true. Ask yourself, when Guadeloupian, Guyanese and Martinique colleagues expose you to an exsangu territory, what you would do. Minister, you haven't answered. Why can people who are vaccinated and tested positive for covid go to work by being protected, while those who are not vaccinated but are tested negative and can use all the protections that Caroline Fiat has described cannot go to work? You're producing chaos, Minister! You saw the demonstrations in Guadeloupe and Martinique. These provisions will never be accepted! [[Applause on the benches of the FI group. – Mr Nilor also applauds]] The master word of a health policy is trust, and it is destroyed by the repression that has taken place, by the Chlordecone scandal that will still affect water, bodies and soils for 600 years, by the fact that there is more sugar in food, by the fact that there is no water to wash your hands... Restore confidence. As legislators ask, introduce criteria into the law and do not leave this to arbitrariness.
ParlaMint-FR_2022-01-05-O1110.u680	Mrs Marine Le Pen has the floor.
ParlaMint-FR_2022-01-05-O1110.u681	I am sorry, Mr Minister, but I consider that the question that Mr Nilor has asked is perfectly justified, and even more – as we must say – since the statements of the President of the Republic. The whole strategy of the bill that we are debating today is at stake in your answer to a question that all French people are asking. [[Nicolas Meizonnet applauds]] Why can a caregiver who is not vaccinated and who is not covid-carrying, which he demonstrates by a test, not work, while a immunized and covid-carrying caregiver can work? This question is essential. Your response will confirm that this bill is not intended at all to improve the health situation, in particular by preventing the circulation of the virus, but that it is, in fact, a completely political bill whose objective is to persecute people who are not vaccinated and who do not represent in this case, since their test is negative, no danger in terms of the circulation of the virus. Forgive my insistence, but beyond Mr Nilor's question, I think millions of French people are waiting for your answer on this subject. Why do those who have the covid have the right to work, while those who show that they do not have the covid, in this case, do not have the right to work?
ParlaMint-FR_2022-01-05-O1110.u682	The Minister has the floor.
ParlaMint-FR_2022-01-05-O1110.u683	First of all, I want to tell you that the vaccination obligation of caregivers is a great success, whether it satisfies you or not. And I never doubted it. Some members of this assembly had said that by introducing a vaccination obligation for caregivers, we would run the risk of tens of thousands of caregivers leaving hospitals or city medicine to do anything else. I was one of those who was confident, because I know them well: it's my family. I knew that when they go to treat fragile people, in EHPADs or in hospitals, they don't want to pass on a virus to them. Those of us who once wore the white blouse were all obligatorily vaccinated against other diseases. Vaccination did not pose a major difficulty and the accompaniment was absolutely remarkable. I said that earlier about overseas and, in particular, Guadeloupe, but I could have talked about the metropolis. You intertwine two completely distinct situations to show that there would be something illogical. It is not politics, but the High Council for Public Health that recommends that a "exceptional" situation be foreseen. Indeed, in a situation of very high hospital tension, very many caregivers are in contact, or are contaminated but asymptomatic or very few symptomatic, as in England or Scotland where, at times, 20 to 25% of caregivers could not work. For a very short period of time, a few days, and exceptionally, to ensure continuity of care in critical units where one cannot do without them, one can then grant this derogation. This does not at all mean that it is an open bar and that all positive caregivers can work as they please, as if nothing were happening. In the second case, you want to reintegrate caregivers who are not vaccinated, and I would remind you that there are very few of them. But this is a long-term reintegration, Mrs. Le Pen. This means that, over time, you accept that the hospital is exposed to potentially critical situations, including outside of the peak of epidemic waves that would impose a very high tension. [[Applause on several benches of the LaREM group]] These are two different situations that we approach with pragmatism and in an individualized way, as we have done since the beginning of the management of this health crisis, again, whether it satisfies you or not.
