ParlaMint-FR_2021-06-09-O1296.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1296.u638	The vast majority of embryos given by couples in research will never be used. A very small proportion is particularly, but very rarely, to regenerate embryonic strains. The end of the parental project alters the destination of the embryo, whose destiny no longer concerns the couple, the surviving member or the woman alone; Once the embryo has been given to the research, it concerns the researcher. Between the moment of donation and its possible use by research, months or years may take place. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u639	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u640	Same opinion.
ParlaMint-FR_2021-06-09-O1296.u641	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1296.u642	Your point is clear: you state that the fate of the embryo concerns the researcher. Your logic does not allow those who at some point had a parenting project to measure what is likely to be done on the embryo. That's too bad. We have tabled many amendments in order to secure the system and to avoid going towards the so-called least ethic. We realize, however, that none of our amendments are accepted and that, slowly but surely, we are moving towards the so-called ethics without any substantive arguments being given to us. Minister, I am not reassured by the manner in which the Government acts in this regard.
ParlaMint-FR_2021-06-09-O1296.u643	The minister has the floor.
ParlaMint-FR_2021-06-09-O1296.u644	I remind you, but you are aware that this is the fifth reading of this text.
ParlaMint-FR_2021-06-09-O1296.u645	Yes, and we always have the same questions!
ParlaMint-FR_2021-06-09-O1296.u646	We have already enriched it a lot, and we have done a lot of work on these issues. You must hear that the consent of the couple is systematically requested and that they may reconsider this consent. Explain to me how to obtain consent on a project, knowing that even if the couple has authorized the donation of the embryo, it may very well never be used. Let me remind you: since 2004, twenty-seven authorizations have been given. You can imagine that the vast majority of embryos whose parents accepted the donation to research were not used, in fine. Your proposals, in the end, are aimed at preventing any research. The 2013 law made some progress; It is important that the 2021 law does not go back to what it has authorized. I repeat: embryo research has been carried out since 2004; For nine years, it has not been regulated by any bioethics law. Contrary to what you say, we are making progress. I assure you: there is no so-called ethics in this text.
ParlaMint-FR_2021-06-09-O1296.u647	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1296.u648	Unfortunately, it's not enough to say that for that to be the case,...
ParlaMint-FR_2021-06-09-O1296.u649	I can tell you the same thing!
ParlaMint-FR_2021-06-09-O1296.u650	...we have to argue with her. Madam Minister, you say that there are few authorizations, but they are under the auspices of your department and are published in the Official Journal: you should know that their number is not so small. Some of them concern – as was still the case recently – more than 200 embryos. The phenomenon is growing: how is it possible as you emphasize trust and strict control? You would like to authorize research, but we will alert you to certain dangers. You pay little attention to this, but our questions remain unanswered at the third reading of the text in this House.
ParlaMint-FR_2021-06-09-O1296.u651	I have before me two amendments, Nos 1636 and 69, which can be discussed jointly. Mrs Blandine Brocard has the floor to support Amendment No. 1636.
ParlaMint-FR_2021-06-09-O1296.u652	It is intended that the decision of the Biomedicine Agency should be reasoned. Article L. 2151-5 of the Public Health Code lays down four conditions – I thank you for their detail – for the BMO to authorize research on the embryo. Due to the very technical nature of the authorizations requested, some opacity surrounds the decisions of the ABM in this matter, a source of litigation before the courts. The authorisations issued by the ABM should be justified in order to make it more explicit that the conditions laid down by law are actually complied with. In view of the importance of the principles in question, I believe that the motivation for authorisations for embryo research is more than appropriate.
ParlaMint-FR_2021-06-09-O1296.u653	Amendment No 69 by Mrs Emmanuelle Ménard is not supported. What is the committee's opinion on these two amendments?
ParlaMint-FR_2021-06-09-O1296.u654	I would like to recall the extreme seriousness of the Agency for Biomedicine,...
ParlaMint-FR_2021-06-09-O1296.u655	Thank you!
ParlaMint-FR_2021-06-09-O1296.u656	... which I would have liked to have attached more to the Ministry of Higher Education, Research and Innovation (MESRI) than to the Ministry of Solidarity and Health (MSS) because it controls research activities, but I will not be able to do so within the framework of this text. The MBA bases its decisions on the following criteria: feasibility of protocols; Sustainability of the research organization and team – easy to establish through publications and contracts; the qualifications, diplomas, experience and scientific work of the research manager and members of the team; the premises, equipment, teams and processes and techniques implemented by the research team requesting authorisation; means and devices to ensure the safety, quality and traceability of embryos and embryonic stem cells; Finally, there are the four criteria set out in article L. 2151-5 of the Public Health Code. The application for authorisation is therefore not studied lightly and it is tantamount to a real challenge. I have quoted Christian Jorgensen, but I could also have quoted John De Vos and many others of my colleagues, including Samir Hamamah: they must wage a real fight to obtain permission from the ABM, which is a beautiful institution and a very beautiful structure. Opinion against the amendments.
ParlaMint-FR_2021-06-09-O1296.u657	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u658	Same opinion.
ParlaMint-FR_2021-06-09-O1296.u659	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1296.u660	This debate is interesting: the ABM is doing an essential job, but this bill removes the requirement for the Agency to verify that parents have given their consent to research.
ParlaMint-FR_2021-06-09-O1296.u661	I am aware of six amendments, Nos 252, 461, 934, 1303, 1417 and 70, which can be discussed jointly. Identical amendments Nos 252, 461, 934, 1303 and 1417 are being defended, as is Amendment No 70 by Mrs Emmanuelle Ménard.
ParlaMint-FR_2021-06-09-O1296.u662	Amendment No 71 by Mrs Emmanuelle Ménard is not supported.
ParlaMint-FR_2021-06-09-O1296.u663	I call Mr Patrick Hetzel to support Amendment No. 1304.
ParlaMint-FR_2021-06-09-O1296.u664	The consultation of the Official Journal is striking because the replies to applications for authorisation are found to be stereotyped. Doesn't that bother you? To look at bioethics is to ask ourselves questions: as such, to provide stereotyped responses to applications for authorisation to research embryos appeals to me. I hope that substantive work will be carried out and that we will pay more attention to this.
ParlaMint-FR_2021-06-09-O1296.u665	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u666	Amendment No 1304 is intended to delete paragraph 15 of Article 14, which would remove any framework for such research. That would be very damaging. The opinion is therefore unfavourable.
