ParlaMint-FR_2019-10-09-O1016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1016.u703	It is against Amendments Nos 2044 and 313 and in favour of Amendment No 2614, in the event that identical Amendments Nos 2615 and 2617 are not adopted.
ParlaMint-FR_2019-10-09-O1016.u704	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u705	The Government is against Amendment No. 2044; He relied on the Assembly's wisdom on Amendments Nos 2615, 2617, 313 and 2614.
ParlaMint-FR_2019-10-09-O1016.u706	Mr Jean-François Eliaou has the floor.
ParlaMint-FR_2019-10-09-O1016.u707	As a member of OPECST, I would like to point out that it is difficult to set a starting point for its work: what is important is that parliamentarians have its report six months before the start of the legislative review. It is necessary to do, in a way, a retro-planning and let the OPECST organize its work so that it can submit the report which the law requires it to draft in time.
ParlaMint-FR_2019-10-09-O1016.u708	Amendment No 1396 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-09-O1016.u709	I have before me a number of amendments, Nos 691, 1899, 1931, 69, 395, 1195 and 1244, introducing an additional article after Rule 32, which can be discussed jointly. Amendments Nos 691, 1899 and 1931 are identical, as are Amendments Nos 69, 395 and 1195. Amendments Nos 691 by Mr Alain Ramadier, 1899 by Mrs Laurence Trastour-Isnart, 1931 by Mrs Agnes Thill, 69 by Mr Xavier Breton and 395 by Mr Patrick Hetzel are defended. I call Mr Thibault Bazin to support Amendment No. 1195.
ParlaMint-FR_2019-10-09-O1016.u710	It is soberly defended, because of the scheduled legislative time, which leaves us only a few minutes of speaking time.
ParlaMint-FR_2019-10-09-O1016.u711	Sobrement, but with talent... Mr Vigier has the floor to support Amendment No. 1244.
ParlaMint-FR_2019-10-09-O1016.u712	The subject of infertility has been addressed by many Members from all sides in committee, while this text, on bioethics, which is also partly societal, with the opening of the LDC, does not deal with it, on the other hand, either closely or by far. However, I do not see how the question of infertility can be separated from those dealt with in this text. This is all the more damaging because infertility can affect both heterosexual couples and women alone or in a couple who will be able to benefit from the LDC tomorrow. However, the bill does not provide for any improvement in procedures and results, even though, during their hearings by the special commission, the heads of service of the units in which the LDCs are operating have explained to us that France, at the top of the rankings thirty years ago, is no longer. This amendment aims to fill this gap by asking the Government to submit to Parliament in 2020 a report on infertility, so that, as Sylvia Pinel had asked in committee, 2021 is a great year of fighting all infertilities, especially since, as everyone knows, their number has increased over time. We must take this issue into account in order to establish a major plan based on knowledge of the causes of infertility, their evolution over time, the available therapies and the functioning of the various centres in LDCs. It seems essential to me to deepen our knowledge of the origins of these infertilities. That is what we are asking, Secretary of State. This amendment is in line with the construction logic behind our previous amendments, such as that put forward earlier by Sylvia Pinel. We're looking for a government echo. I recall that, on the issue of infertility, the Minister of Health had been very attentive. I would not like to be disappointed by an answer of the type: circulate, there is nothing to see! Imagine what the women and men who look at our debates would think if, in this text, we were to turn our backs on the subject of the causes of infertility.
ParlaMint-FR_2019-10-09-O1016.u713	What is the opinion of the committee on this series of amendments under joint discussion?
ParlaMint-FR_2019-10-09-O1016.u714	He's unfavorable. We are of course in agreement on the substance, but the demands are met by the trans-party amendment on the establishment of a plan to combat infertility, which we have adopted in Article 2.
ParlaMint-FR_2019-10-09-O1016.u715	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u716	The same analysis: requests are met by the trans-party amendment; the opinion is unfavourable.
